ID,Title,Text,Status
1650962,"St. James Elementary, National Blue Ribbon School","








A senate RESOLUTION

TO CONGRATULATE THE STUDENTS, TEACHERS, ADMINISTRATORS, AND STAFF OF st. james ELEMENTARY SCHOOL IN MYRTLE BEACH ON THEIR SCHOOL'S RECEIVING A 2022 NATIONAL BLUE RIBBON AWARD.

Whereas, the South Carolina Senate is pleased to honor St. James Elementary School in Myrtle Beach on being named a National Blue Ribbon School in September 2022; and

Whereas, presented by the United States Department of Education, the award is the highest honor a school can receive from that institution; and

Whereas, the National Blue Ribbon Schools program recognizes K-12 schools based on their overall academic excellence or their progress in closing student achievement gaps. St. James is among two hundred ninety-seven 2022 nationwide winners; and

Whereas, St. James Elementary earned its National Blue Ribbon Schools distinction for exemplary high performance measured by its student achievement, which placed the school in the top 15% on state assessments for English language arts and mathematics; and

Whereas, further, under the leadership of Principal Felisa McDavid, St. James's administration, faculty, and staff have convincingly demonstrated their commitment to excellence, a commitment that has led to St. James's being consistently ranked as Horry County Schools' top-performing elementary school in the areas of mathematics and/or English language arts; and

Whereas, it is with great pleasure that the South Carolina Senate salutes St. James Elementary School on its exemplary educational success, and the members extend their appreciation for the excellence the school continues to achieve as it nurtures our most precious resource, our children. Now, therefore,

Be it resolved by the Senate:

That the members of the South Carolina Senate, by this resolution, congratulate the students, teachers, administrators, and staff of St. James Elementary School in Myrtle Beach on their school's receiving a 2022 National Blue Ribbon award.

Be it further resolved that a copy of this resolution be presented to St. James Elementary School.
----XX----
",Passed
1650970,Retirement of Rep. KO Johnson,"








A house RESOLUTION

TO RECOGNIZE AND COMMEND THE HONORABLE Kimberly O. Johnson OF clarendon COUNTY FOR Her DEDICATED SERVICE IN THE HOUSE OF REPRESENTATIVES ON BEHALF OF her CONSTITUENTS AND THE CITIZENS OF SOUTH CAROLINA AND TO WISH her MUCH SUCCESS AND HAPPINESS IN ALL her FUTURE ENDEAVORS.

Whereas, the members of the South Carolina House of Representatives learned with sincere regret that Representative Kimberly Johnson will depart from the House of Representatives at the conclusion of her current term; and 

Whereas, she is the daughter of Kevin L. and Gloria I. ""Bee"" Johnson, and she earned a bachelor's degree in religious studies in 2006 and a master's degree in social work in 2009 from the University of South Carolina; and 

Whereas, in the patriotic tradition of the Palmetto State, Representative Johnson served in the United States Army from 1998 to 2005; and 

Whereas, when away from her duties in the House of Representatives, she resides in Manning and serves as the director of community engagement with HopeHealth; and 

Whereas, deeply involved in her community, Representative Johnson served as the chairman of the Clarendon Two Board of Trustees from 2013 to 2020, as the regional director of the South Carolina School Board Association from 2017 to 2020; and as the president of the Clarendon County Chamber of Commerce from 2017 to 2019; and 

Whereas, this lifelong resident of Manning is a Riley Fellow, having graduated from The Riley Institute at Furman University, an Education Fellow, having graduated from the South Carolina Education Policy Fellowship Program, and a graduate of Leadership Clarendon and Leadership South Carolina; and

Whereas, she has faithfully served the citizens of Clarendon and Sumter counties in District 64 in the House of Representatives since 2021, most recently during that time she served on the Legislative Oversight and on the Medical, Military, Public and Municipal Affairs committees; and 

Whereas, during her service, Representative Johnson has provided devoted attention to her colleagues and her duties to her constituents; and 

Whereas, the members of the House of Representatives will miss the keen and ardent service that Kimberly Johnson, their friend and colleague, has given to the House of Representatives and hope that she will enjoy deep fulfillment in the years to come.  Now, therefore,

Be it resolved by the House of Representatives:

That the members of the South Carolina House of Representatives, by this resolution, recognize and commend the Honorable Kimberly O. Johnson of Clarendon County for her dedicated service in the House of Representatives on behalf of her constituents and the citizens of South Carolina and wish her much success and happiness in all her future endeavors.

Be it further resolved that a copy of this resolution be presented to the Honorable Kimberly O. Johnson. 
----XX----
",Passed
1651013,Lynn McGee retirement,"








A senate RESOLUTION

TO RECOGNIZE AND HONOR Dr. Lynn W. McGee, A Senior executive AND PROFESSOR AT THE UNIVERSITY OF SOUTH CAROLINA BEAUFORT, UPON THE OCCASION OF HER RETIREMENT AFTER YEARS OF OUTSTANDING SERVICE, AND TO WISH HER CONTINUED SUCCESS AND HAPPINESS IN ALL HER FUTURE ENDEAVORS.

Whereas, in preparation for her life's career in higher education leadership, Lynn McGee earned a bachelor's degree from Agnes Scott College in Decatur, Georgia, where she served on the Honor Court, played tennis for four years, was inducted into Phi Beta Kappa, and graduated summa cum laude and as valedictorian with a double major in English and mathematics. She also was awarded a Rotary scholarship to the University of Oslo International Summer School; and

Whereas, she continued her educational pursuits, earning a master's degree in business administration from the University of North Carolina Kenan Flagler School of Business where she held the prestigious Morehead Fellowship. She was then awarded the John Edwards Fellowship at Indiana University Kelley School of Business, where she earned a doctorate in business marketing and served as associate instructor from 1984-1986; and 

Whereas, Dr. McGee served as vice chancellor for advancement and external relations in Beaufort, Bluffton, and Hilton Head Island for USCB from 2006-2018, during which time USCB doubled in enrollment to 2,000 students, built two new campuses, and opened campus housing to a capacity of over 1,100 beds. A nascent athletics program expanded to nine varsity sports in the NAIA Sun Conference. By 2018, USCB offered 18 undergraduate degrees on three campuses. She served USCB on the Chancellor's Cabinet, the Southern Association of Colleges and Schools' (SACS) Accreditation Team in 2009 and 2019 and Re-affirmation in 2014, and the Study Abroad Committee from 2015-2018, as well as chair of the Commencement Committee from 2008-2016; and

Whereas, Dr. McGee's most noteworthy state-wide achievement at USCB was her successful leadership of the Parity for Students initiative in 2014, an improved funding formula put in place by the General Assembly for the three participating regional campuses, USC Aiken, USC Upstate, and USCB, resulting in enriched and expanded programs at all three campuses. Some ten thousand students per year across the State have benefitted from this initiative's recurring funding; and

Whereas, Dr. McGee's professional recognitions have been many and include: a Fulbright Scholar Award, the first received by an USCB faculty or staff member; the 2014 Circle of Excellence International Gold Award from the Council for the Advancement and Support of Education, its highest award worldwide; the Edwin Crawford Award for Innovation in State Government Relations in 2015; and the SAI Programs Staff Leadership Grant in 2019; and

Whereas, she has served her community as a member of Beaufort Rotary Club/Sea Islands Rotary Club since 2011, on the Hilton Head Island Chamber Government Relations Committee from 2012-2018, and as a member of the South Carolina Fulbright Association since 2016, chosen to serve as its vice president from 2020-2024.  She has served the international community as an independent marketing consultant since 1990, and on the World Affairs Council of Hilton Head since 2021; and

Whereas, together with her beloved husband, David McGee, she reared four outstanding sons.  After completing her doctorate, Dr. McGee paused her career to homeschool her sons in their early years.  A faithful member of Grace Coastal Church, she serves as a children's Sunday school teacher, and she has served the Boy Scouts of America Troop 213, for which she has received several honors; and 

Whereas, grateful for her years of unparalleled service to USCB, the Senate extends best wishes to Lynn McGee in her transition to a richly deserved retirement, and the members wish her many years of enjoyment in her well-earned retirement begun in late September 2022.  Now, therefore,

Be it resolved by the Senate:

That the members of the South Carolina Senate, by this resolution, recognize and honor Dr. Lynn W. McGee, a senior executive and professor at the University of South Carolina Beaufort, upon the occasion of her retirement after years of outstanding service, and wish her continued success and happiness in all her future endeavors.

Be it further resolved that a copy of this resolution be presented to Dr. Lynn W. McGee.
----XX----
",Passed
1651025,Crescent HS sporting clays national champs,"








A senate RESOLUTION

TO RECOGNIZE AND HONOR THE CRESCENT HIGH SCHOOL SPORTING CLAYS TEAM, COACHES, AND SCHOOL OFFICIALS FOR AN OUTSTANDING SEASON AND TO CONGRATULATE THEM ON WINNING THE 2022 SCHOLASTIC CLAY TARGET PROGRAM NATIONAL CHAMPIONSHIP TITLE.

Whereas, the South Carolina Senate is pleased to learn that the members of the Crescent High School sporting clays team won the Scholastic Clay Target Program's national competition, held at the Cardinal Center in Marengo, Ohio, on July 15-16, 2022; and

Whereas, to the delight of enthusiastic Tiger fans, the Crescent Elite Shooters bested all comers with a final team score of 522 out of a possible 600 points in the championship tournament; and

Whereas, the Crescent High squad included sophomore Jed Dodgens, who led the way with 179 of 200 points; eighth-grader Quaid Busby, who contributed 173 of 200 points; and sophomore Maddox Martin, who nailed 170 of 200 points; and

Whereas, the team captured first place in the Sporting Clays Open Division; and

Whereas, in a sport that demands expertise and accuracy, Coach Lester Brock, Coach Rick Dodgens, and Coach Phillip Martin maximized their own ability and training in sporting clays to produce a championship caliber team and teach these athletes lessons that will prove invaluable throughout life; and

Whereas, the South Carolina Senate values the pride and recognition that the Crescent High School sporting clays team has brought to its school and community, and the members look to hear of the team's future success in the days to come. Now, therefore,

Be it resolved by the Senate:

That the members of the South Carolina Senate, by this resolution, recognize and honor the Crescent High School sporting clays team, coaches, and school officials for an outstanding season and congratulate them on winning the 2022 Scholastic Clay Target Program National Championship title.

Be it further resolved that a copy of this resolution be presented to Principal Cliff Roberts, Coach Lester Brock, Coach Rick Dodgens, and Coach Phillip Martin.
----XX----
",Passed
1651132,Retirement of Rep. Finlay,"








A house RESOLUTION

TO RECOGNIZE AND COMMEND THE HONORABLE Kirkman Finlay III  OF RICHLAND COUNTY FOR HIS DEDICATED SERVICE IN THE HOUSE OF REPRESENTATIVES ON BEHALF OF HIS CONSTITUENTS AND THE CITIZENS OF SOUTH CAROLINA AND TO WISH HIM MUCH SUCCESS AND HAPPINESS IN ALL HIS FUTURE ENDEAVORS.

Whereas, the members of the South Carolina House of Representatives learned with sincere regret that Representative Finlay left from the House of Representatives at the conclusion of his most recent term; and 

Whereas, born in Columbia on February 16, 1970, he is the son of Kirkman Finlay, Jr., and Mary Fleming ""Rab"" Finlay Thompson, and he earned a bachelor's degree from the University of Virginia; and 

Whereas, he married his beloved wife, Kathleen Ravenel, in 1997, and together they have reared three fine children: Kathleen ""Kay"" Hall Finlay, Mary Fleming Hampton Finlay, and Harriott Ravenel Finlay.  When away from his duties in the House of Representatives, he resides in Columbia and is a farmer and restaurateur; and 

Whereas, an active member of Church of the Apostles, Representative Finlay is deeply involved in his community and served on the Columbia City Council from 2006 to 2010; and 

Whereas, he has faithfully served the citizens of District 75 in the House of Representatives since 2013; most recently during that time he served on the Ways and Means Committee; and 

Whereas, in all of his service, Representative Finlay has provided the sharp insights of a businessman, along with the wisdom and common sense of a farmer; and 

Whereas, the members of the House of Representatives will miss the keen and impassioned service that     Kirkman Finlay, their friend and colleague, has given to the House of Representatives, and they hope that he will enjoy deep fulfillment in the years to come.  Now, therefore,

Be it resolved by the House of Representatives:

That the members of the South Carolina House of Representatives, by this resolution, recognize and commend the Honorable Kirkman Finlay III of Richland County for his dedicated service in the House of Representatives on behalf of his constituents and the citizens of South Carolina and wish him much success and happiness in all his future endeavors.

Be it further resolved that a copy of this resolution be presented to the Honorable Kirkman Finlay III.
----XX----
",Passed
1651144,Seneca Girls Golf Team,"








A senate RESOLUTION

TO CONGRATULATE THE Seneca high SCHOOL GIRLS golf TEAM, COACHES, AND SCHOOL OFFICIALS ON AN OUTSTANDING SEASON AND TO HONOR THEM FOR WINNING THE SOUTH CAROLINA CLASS 3a STATE CHAMPIONSHIP.

Whereas, the South Carolina Senate is proud to recognize the Seneca High School girls golf team for winning the South Carolina Class 3A state championship on October 25, 2022 at the Hackler Golf Course in Conway; and

Whereas, this historic win marks the program's first state championship in program history; and

Whereas, in the championship game, Seneca High School defeated Blue Ridge High School in Greenville County with a score of 657; and

Whereas, the Seneca High School Bobcats team played an impressive game with Skyler Martin and Hazel Martin both carding birdies on the second hole. By virtue of their top-ten individual finishes, Ansley Bryson and Mattie Padgett both earned All-State honors as they carded two-day totals of 154 and 156, respectively; and

Whereas, the Seneca High School girls golf team has flourished under the leadership and guidance of head Coach Kevin Padgett; and

Whereas, the members of the South Carolina Senate appreciate the pride and recognition that the Seneca High School girls golf team has brought to its school and community and look forward to a future filled with further accomplishments by the team and its talented athletes. Now, therefore,

Be it resolved by the Senate:

That the members of the South Carolina Senate, by this resolution, congratulate the Seneca High School girls golf team, coaches, and school officials on an outstanding season and honor them for winning the South Carolina Class 3A state championship.

Be it further resolved that a copy of this resolution be presented to the Seneca High School girls golf team, head Coach Kevin Padgett, and Principal Dylan Hudson.
----XX----
",Passed
1651184,Sally Cauthen Retirement,"








A senate RESOLUTION

TO CONGRATULATE SARAH ""SALLY"" CAUTHEN UPON THE OCCASION OF HER RETIREMENT AS RESEARCH DIRECTOR of THE SENATE EDUCATION COMMITTEE, TO COMMEND HER FOR HER SIXTEEN YEARS OF DEDICATED SERVICE TO THE SOUTH CAROLINA STATE SENATE, AND TO WISH HER MUCH HAPPINESS AND FULFILLMENT IN THE YEARS AHEAD.

Whereas, the members of the South Carolina Senate are pleased to recognize Sarah ""Sally"" Cauthen upon the occasion of her retirement from the Senate Education Committee; and

Whereas, Ms. Cauthen is an alumna the University of South Carolina; and

Whereas, Ms. Cauthen began her career in the banking sector before joining the South Carolina Senate in 2007; and

Whereas, Ms. Cauthen has set an example of dedication, experience, and leadership as Research Director. She has helped the staff of the State Senate understand the complex world of education policy; and

Whereas, Ms. Cauthen's service to the South Carolina Senate Education Committee has helped improve the quality of education for the children of South Carolina. Her work has made the schools of this State a better place to work and learn; and

Whereas, Ms. Cauthen has two sons, William Cauthen and Alexander Cauthen, and two sisters, Lisa Courson and Mary Exum; and

Whereas, the members of the South Carolina Senate appreciate the passion and dedication that Ms. Cauthen has shown in serving the people and the State of South Carolina. Now, therefore,; and

Be it resolved by the Senate:; and

That the members of the South Carolina Senate, by this resolution, congratulate Sarah ""Sally"" Cauthen upon the occasion of her retirement as Senate Education Research Director, commend her for her sixteen years of dedicated service to the South Carolina Senate, and wish her much happiness and fulfillment in the years ahead.; and

Be it further resolved that a copy of this resolution be presented to Sarah ""Sally"" Cauthen.; and
----XX----
",Passed
1652069,Iris Hill,"








A senate RESOLUTION

TO CONGRATULATE ms. IRIS HILL UPON THE OCCASION OF her fourteenth anniversary as town administrator AND TO COMMEND her for her MANY YEARS OF DEDICATED SERVICE TO THE edisto beach COMMUNITY AND THE PEOPLE AND THE STATE OF SOUTH CAROLINA.

Whereas, the members of the South Carolina Senate are pleased to recognize Ms. Iris Hill as she celebrates this important milestone; and

Whereas, Ms. Hill was appointed as Town Administrator of Edisto Beach on February 16, 2009; and

Whereas, throughout Ms. Hill's tenure with the town of Edisto Beach, she worked successfully and diligently with town mayors and councilmembers and displayed an unwavering commitment to the promotion and betterment of the town of Edisto Beach; and

Whereas, during Ms. Hill's tenure as Town Administrator, her exemplary standards for professionalism in decision-making and work performance have strengthened the town of Edisto Beach, its residents, and its town hall employees; and

Whereas, with balanced budgets, outstanding audits, high bond ratings, structured budget line items, grants, long-range fiscal planning, and viable benefits for town employees, Ms. Hill secured Edisto Beach's fiscal stability; and

Whereas, Ms. Hill spearheaded several Edisto Beach projects and initiatives, including a twenty-million-dollar beach renourishment program and a comprehensive beach management plan, the growth of the police and fire departments, the establishment of an eight-million-dollar water improvement project, a million-dollar drainage improvement project, a sidewalk enhancement project, the development of Bay Creek Park, utility upgrades, street improvements, recreational improvements, and the establishment of AirMed medical service, among others; and

Whereas, Ms. Hill's outstanding effort in coordinating and managing these initiatives and projects has earned her achievement awards from the Municipal Association of South Carolina, including an award in 2012 for the Bay Creek Park Project; an award in 2013 for the Public Access Improvement Project; an award in 2016 for the Sidewalk Enhancement Project; an award in 2018 for the Edisto Beach Nourishment Program; an award in 2020 for the Edisto Beach Water Improvement Project; and an award in 2022 for Edisto Beach's First Master Recreation Plan; and

Whereas, Ms. Hill has prepared her town for hurricanes and other emergencies and has worked with federal, state, and regional agencies to have procedures in place to keep the town residents, employees, visitors, facilities, and buildings as safe as possible. In working with these agencies before, during, and after seven named hurricanes, she has helped the town receive millions of dollars in state and federal financial assistance for beach nourishment, property damage, and other emergency protective measures; and

Whereas, Ms. Hill has represented the Town of Edisto Beach diligently and exceptionally in community and professional organizations, including the South Carolina Beach Advocates Board of Directors, the South Carolina Municipal Insurance Trust Board of Trustees, the South Carolina Beach Preservation Stakeholder Workgroup, the South Carolina City and County Managers Association, the Colleton County Long Term Recovery Group, the International City/County Management Association, the Governmental Finance Officers Association, the Small Cities Coalition, the Lowcountry Food Bank Volunteer group, and the Town of Edisto Beach Volunteer Firefighters; and

Whereas, in addition to Ms. Hill's impressive achievements, she has also left a legacy of mentoring and leading Town Hall staff and employees. Her example will serve the town of Edisto Beach well into the future; and

Whereas, the Senate of South Carolina greatly appreciates Ms. Hill's years of professional service, guidance, and leadership of the town of Edisto Beach, and expresses gratitude for her fourteen years of service as Town Administrator. Now, therefore,

Be it resolved by the Senate:

That the members of the South Carolina Senate, by this resolution, congratulate Ms. Iris Hill upon the occasion of her fourteenth anniversary as Town Administrator and commend her for her many years of dedicated service to the Edisto Beach community and the people and the State of South Carolina.

Be it further resolved that a copy of this resolution be presented to Ms. Iris Hill.
----XX----
",Passed
1654154,"Kaiyah Horton-Seawright, sympathy","








A house RESOLUTION

TO EXPRESS THE PROFOUND SORROW OF THE MEMBERS OF THE SOUTH CAROLINA HOUSE OF REPRESENTATIVES UPON THE PASSING OF KAIYAH T'SELANI TYANNA HORTON-SEAWRIGHT OF COLUMBIA, TO CELEBRATE HER LIFE, AND TO EXTEND THE DEEPEST SYMPATHY TO HER FAMILY AND MANY FRIENDS.

Whereas, the members of the South Carolina House of Representatives were deeply saddened by the untimely passing of Kaiyah T'selani Tyanna Horton-Seawright of Columbia on January 5, 2023, at the age of twenty-one; and

Whereas, born in Columbia on June 7, 2001, Kaiyah was the daughter of Tawana Horton and Cohran ""Tiwan"" Seawright. A proud 2019 Spring Valley High School graduate, Kaiyah enrolled at the University of South Carolina Aiken and transferred to Benedict College in Columbia in 2022. She was pursuing a degree in sports medicine; and

Whereas, Kaiyah's personality was larger than life. Her smile was contagious and her laugh, infectious. That smile drew you in, allowing you to see her immeasurable kindness and compassion for others. Her buoyant personality led her to a love for cheering and gymnastics. In high school, she was a member of the cheerleading squad and participated in competitions. She had a flair for all things fashion and prided herself on being able to ""change it up"" at will. Spending time with good friends and making new friends were two of her favorite pastimes; and

Whereas, her love for her family and friends was surpassed only by their love for her. She loved life and lived her brief life to the fullest, always encouraging those around her to do the same; and

Whereas, preceded in death by her maternal grandmother, Barbara Horton, Kaiyah leaves to cherish her memory her parents, Tawana Horton and Tiwan Seawright, both of Columbia; her maternal grandfather, Wallace Ford of Columbia; her paternal grandparents, Margaret and Eugene Seawright of Swansea; four aunts, Roselyn (Marcus) Freeman, Chandor Horton, Candace Horton, and Marcia M. Seawright; four uncles, Cedric Ford, Reginald Brown, Marcus Eugene Seawright, and Antjuan O. Seawright; her siblings, Robert Nicholas ""Nick"" Harrell and Milana Demur'e Seawright of Columbia; a cousin who was like a sister, Cinica Pugh of Columbia; as well as a host of other loving family members and dear friends. She will be greatly missed. Now, therefore,

Be it resolved by the House of Representatives:

That the members of the South Carolina House of Representatives, by this resolution, express their profound sorrow upon the passing of Kaiyah T'selani Tyanna Horton-Seawright of Columbia, celebrate her life, and extend the deepest sympathy to her family and many friends.

Be it further resolved that a copy of this resolution be presented to the family of Kaiyah T'selani Tyanna Horton-Seawright.
----XX----
",Passed
1655753,Crescent HS sporting clays national champs,"








A house RESOLUTION

TO RECOGNIZE AND HONOR THE CRESCENT HIGH SCHOOL SPORTING CLAYS TEAM, COACHES, AND SCHOOL OFFICIALS FOR AN OUTSTANDING SEASON AND TO CONGRATULATE THEM ON WINNING THE 2022 SCHOLASTIC CLAY TARGET PROGRAM NATIONAL CHAMPIONSHIP TITLE.

Whereas, the South Carolina House of Representatives is pleased to learn that the members of the Crescent High School sporting clays team won the Scholastic Clay Target Program's national competition, held at the Cardinal Center in Marengo, Ohio, on July 15-16, 2022; and

Whereas, to the delight of enthusiastic Tiger fans, the Crescent Elite Shooters bested all comers with a final team score of 522 out of a possible 600 points in the championship tournament; and

Whereas, the Crescent High squad included sophomore Jed Dodgens, who led the way with 179 of 200 points; eighth-grader Quaid Busby, who contributed 173 of 200 points; and sophomore Maddox Martin, who nailed 170 of 200 points; and

Whereas, the team captured first place in the Sporting Clays Open Division; and

Whereas, in a sport that demands expertise and accuracy, Coach Lester Brock, Coach Rick Dodgens, and Coach Phillip Martin maximized their own ability and training in sporting clays to produce a championship caliber team and teach these athletes lessons that will prove invaluable throughout life; and

Whereas, the South Carolina House of Representatives values the pride and recognition that the Crescent High School sporting clays team has brought to its school and community, and the members look to hear of the team's future success in the days to come. Now, therefore,

Be it resolved by the House of Representatives:

That the members of the South Carolina House of Representatives, by this resolution, recognize and honor the Crescent High School sporting clays team, coaches, and school officials for an outstanding season and congratulate them on winning the 2022 Scholastic Clay Target Program National Championship title.

Be it further resolved that a copy of this resolution be presented to Principal Cliff Roberts, Coach Lester Brock, Coach Rick Dodgens, and Coach Phillip Martin.
----XX----
",Passed
1655756,Luther Lynard sympathy,"








A house RESOLUTION

TO EXPRESS THE PROFOUND SORROW OF THE MEMBERS OF THE SOUTH CAROLINA HOUSE OF REPRESENTATIVES UPON THE PASSING OF LUTHER ""CAP"" LYNARD, SR., OF BEAUFORT COUNTY AND TO EXTEND THEIR DEEPEST SYMPATHY TO HIS LARGE AND LOVING FAMILY AND HIS MANY FRIENDS.

Whereas, the members of the South Carolina House of Representatives were saddened to learn of the death of Luther ""Cap"" Lynard, Sr., at the age of eighty-six on December 7, 2022; and

Whereas, born on May 9, 1936, Mr. Lynard was the oldest of five children born to the late Fred and Suzanna ""Nettie"" Lynard; and

Whereas, a resident of St. Helena Island, he was the owner of Lynard Tile Company for over thirty years, and many people living in beautiful homes on Hilton Head Island appreciate his fine tile work in their kitchens and bathrooms; and

Whereas, Mr. Lynard was married to his beloved wife, Deborah Singleton ""Deb"" Lynard for the past fifty-four years, and he had five children in whom he delighted; and

Whereas, his children blessed him with the devotion of many loving grandchildren and great-grandchildren, who affectionately called him ""Granddaddy Luke.""  He was very appreciative of his granddaughter Latoya Lynard who attended to him with an unselfish spirit as if she were his daughter; and

Whereas, an avid fisherman who even loved to clean fish, Mr. Lynard has many who will cherish their fond memories of him: Abraham Williams of Castle Rock, Colorado; Melvin Brown of St. Helena Island; Sherri Mack of Stafford, Virginia; Luther Lynard, Jr., of Tom Fripp Plantation; and Michael Lynard of Midway, Georgia; and

Whereas, the members of the South Carolina House of Representatives are grateful for the life and legacy of Cap Lynard and for the outstanding example of service and kindness he set for all who knew him.  Now, therefore,

Be it resolved by the House of Representatives:

That the members of the South Carolina House of Representatives, by this resolution, express their profound sorrow upon the passing of Luther ""Cap"" Lynard of Beaufort County and extend their deepest sympathy to his large and loving family and his many friends.

Be it further resolved that a copy of this resolution be presented to the family of Luther ""Cap"" Lynard.
----XX----
",Passed
1655772,John McMahan shooting awards,"








A house RESOLUTION

TO RECOGNIZE AND HONOR Captain jOHN mCmAHAN, supervisor of the firearms and driving range at the SOUTH CAROLINA Criminal JUSTICE Academy, FOR HIS OUTSTANDING PERFORMANCE REPRESENTING THE PALMETTO STATE AT NUMEROUS SHOTGUN SHOOTING EVENTS.

Whereas, for twenty-five years, Captain John McMahan has worked at the South Carolina Criminal Justice Academy where he currently serves as the supervisor of the firearms and driving range; and

Whereas, he began attending the Police/Fire Olympics in 2007 locally, statewide, regionally, nationally, and internationally, including Florida Police and Fire Games, Georgia Police and Fire Games, National First Responder Games, Can-Am Police-Fire Games, International Police/Fire Olympics, and World Police and Fire Games; and

Whereas, in 2006, he was inducted into the South Carolina State Skeet Hall of Fame, and in 2008, he was the gold medal high-overall shooter at the last International Police/Fire Olympics hosted in Orlando, Florida.  At the World Police and Fire Games in New York in 2011 and in Virginia in 2015, he was the only American on the high overall skeet shooting podium.  Italian and British shooters occupied the other spots; and

Whereas, during 2021 and 2022, Captain McMahan attended numerous shooting events as a representative of both the South Carolina Criminal Justice Academy and the state's first responders.  He participated in the shotgun shooting events, which included skeet, trap, and sporting clays and which were usually spread out over a period of three days; and

Whereas, in June of 2021, he attended the National First Responder Games in Sarasota, Florida.  After three days of competition and 450 targets, he won the High Overall ""Top Gun"" Award and accumulated nine gold medals, one silver medal, and one bronze medal, for individual and team events; and

Whereas, in the same month, Captain McMahan attended the one-day competition of the Georgia Police and Fire Games to enter the shotgun shooting event, the first year Georgia had opened its competition to other states, and he was awarded the gold medal for the highest overall score; and

Whereas, in June of 2022, he returned to the National First Responder Games in Sarasota, Florida, and over the three days with 450 targets, he reclaimed his trophy for the High Overall ""Top Gun"" Award and again garnered numerous awards: eight gold medals, three silver medals, and one bronze medal, for individual and team events; and 

Whereas, returning to the Georgia Police and Fire Games in June of 2022 for the one-day shotgun shooting event, Captain McMahan was awarded the gold medal for the highest overall score; and

Whereas, in July of that year, he attended the Can-Am Police-Fire Games in Detroit, Michigan, a three-day event with a total of 600 targets.  With shooters from the United States, Canada, and Great Britain competing, he captured nine gold medals, two silver medals, and three bronze medals, and was recognized for the High Overall top score; and

Whereas, Captain McMahan has earned a total of one hundred forty-eight medals: ninety-three gold medals, forty-four silver medals, and eleven bronze; and

Whereas, the South Carolina House of Representatives deeply appreciates the pride and recognition that John McMahan has brought to this State and to the South Carolina Criminal Justice Academy, and the members look forward to hearing of his continued success in the days ahead.  Now, therefore,

Be it resolved by the House of Representatives:

That the members of the South Carolina House of Representatives, by this resolution, recognize and honor Captain John McMahan, supervisor of the firearms and driving range at the South Carolina Criminal Justice Academy, for his outstanding performance representing the Palmetto State at numerous shotgun shooting events.

Be it further resolved that a copy of this resolution be presented to Captain John McMahan.
----XX----
",Passed
1655776,Michael Harriot,"








A house RESOLUTION

TO RECOGNIZE AND HONOR MICHAEL HARRIOT FOR HIS CONTRIBUTIONS AS A WRITER, POET, CULTURAL CRITIC, JOURNALIST, AND BROADCASTER, and to wish him CONTINUED success in ALL his future endeavors.

Whereas, those who give their lives to the betterment of their community deserve to be publicly recognized for their contributions in making the State and the nation a better place to live; and

Whereas, Michael Harriot is such a person, having devoted his life to writing about the issues that face Black Americans in this country; and

Whereas, a native of Hartsville, Michael Harriot was born the son of Dorothy Harriot and the grandson of Marvell and James ""Buck"" Harriot. He earned degrees in mass communications and history from Auburn University and master's degrees in macroeconomics and international business from Florida State University; and 

Whereas, Mr. Harriot works as a writer at TheGrio, is a contributing columnist at The Guardian, and is a staff writer for Peacock's The Amber Ruffin Show. He is also the host of theGrio Daily podcast; and

Whereas, Mr. Harriot has garnered numerous awards and recognitions for his work in journalism and broadcasting. In 2019, he received awards for Daily Commentary and Public Affairs Programming from the National Association of Black Journalists (NABJ). In 2021, he received the Trailblazer Award from the New York Association of Black Journalists, was awarded the Professional Salute to Excellence Award by the NABJ, and received an Emmy nomination for his writing on NBC Peacock's The Amber Ruffin Show; and

Whereas, Mr. Harriot is scheduled to speak at People to People of Hartsville's annual Dr. Martin Luther King, Jr. Commemorative Award Service on January 16, 2022, at Jerusalem Baptist Church in Hartsville. Now, therefore,

Be it resolved by the House of Representatives:

That the members of the South Carolina House of Representatives, by this resolution, recognize and honor Michael Harriot for his contributions as a writer, poet, cultural critic, journalist, and broadcaster, and wish him continued success in all his future endeavors.

Be it further resolved that a copy of this resolution be presented to Mr. Michael Harriot.
----XX----
",Passed
